ticker,cik,accession_number,period_end,form_type,status,sections_located,sections_total,fill_rate,attempts,last_error,updated_at
INCY,879169,0000879169-25-000103,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-25-000118,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-26-000010,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-26-000026,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000074,2025-03-29,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000109,2025-06-28,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000179,2025-09-27,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-26-000011,2025-12-27,10-K,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-26-000079,2026-03-28,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTU,896878,0000896878-25-000015,2025-01-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000022,2025-04-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000035,2025-07-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000048,2025-10-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-26-000014,2026-01-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-26-000025,2026-04-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
IP,51434,0000051434-25-000025,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-25-000048,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-25-000074,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-26-000055,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-26-000074,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IQV,1478242,0001478242-25-000087,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001478242-25-000106,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-25-046794,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-26-008322,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-26-030675,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IR,1699150,0001628280-25-021883,2025-03-31,10-Q,committed,2,3,0.52,0,,2026-06-20T12:27:21Z
IR,1699150,0001628280-25-037049,2025-06-30,10-Q,committed,2,3,0.52,0,,2026-06-20T12:27:21Z
IR,1699150,0001628280-25-047838,2025-09-30,10-Q,committed,2,3,0.52,0,,2026-06-20T12:27:21Z
IR,1699150,0001628280-26-008617,2025-12-31,10-K,committed,2,3,0.62,0,,2026-06-20T12:27:21Z
IR,1699150,0001628280-26-028401,2026-03-31,10-Q,committed,2,3,0.52,0,,2026-06-20T12:27:21Z
ISRG,1035267,0001035267-25-000109,2025-03-31,10-Q,staged,2,3,0.48,0,,2026-06-20T16:18:09Z
ISRG,1035267,0001035267-25-000192,2025-06-30,10-Q,staged,2,3,0.48,0,,2026-06-20T16:18:09Z
ISRG,1035267,0001035267-25-000209,2025-09-30,10-Q,staged,2,3,0.48,0,,2026-06-20T16:18:09Z
ISRG,1035267,0001035267-26-000010,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-20T16:18:09Z
ISRG,1035267,0001035267-26-000032,2026-03-31,10-Q,staged,2,3,0.48,0,,2026-06-20T16:18:09Z
IT,749251,0000749251-25-000028,2025-03-31,10-Q,committed,2,3,0.56,0,,2026-06-20T16:18:10Z
IT,749251,0000749251-25-000046,2025-06-30,10-Q,committed,2,3,0.56,0,,2026-06-20T16:18:10Z
IT,749251,0000749251-25-000082,2025-09-30,10-Q,committed,2,3,0.58,0,,2026-06-20T16:18:10Z
IT,749251,0000749251-26-000112,2025-12-31,10-K,committed,2,3,0.58,0,,2026-06-20T16:18:10Z
IT,749251,0000749251-26-000167,2026-03-31,10-Q,committed,2,3,0.58,0,,2026-06-20T16:18:10Z
ITW,49826,0000049826-25-000014,2025-03-31,10-Q,staged,2,3,0.00,0,,2026-06-20T16:18:10Z
ITW,49826,0000049826-25-000037,2025-06-30,10-Q,staged,2,3,0.00,0,,2026-06-20T16:18:10Z
ITW,49826,0000049826-25-000057,2025-09-30,10-Q,staged,2,3,0.00,0,,2026-06-20T16:18:10Z
ITW,49826,0000049826-26-000008,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-20T16:18:10Z
ITW,49826,0000049826-26-000028,2026-03-31,10-Q,staged,3,3,n/a,0,,2026-06-20T16:18:10Z
J,52988,0000052988-25-000028,2025-03-28,10-Q,committed,3,3,1.00,0,,2026-06-20T16:18:11Z
J,52988,0000052988-25-000051,2025-06-27,10-Q,committed,3,3,1.00,0,,2026-06-20T16:18:11Z
J,52988,0001628280-25-053316,2025-09-26,10-K,committed,2,3,0.48,0,,2026-06-20T16:18:11Z
J,52988,0001628280-26-005006,2025-12-26,10-Q,committed,3,3,1.00,0,,2026-06-20T16:18:11Z
J,52988,0001628280-26-030528,2026-03-27,10-Q,committed,3,3,1.00,0,,2026-06-20T16:18:11Z
JBHT,728535,0001437749-25-013085,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:51Z
JBHT,728535,0001437749-25-023379,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:51Z
JBHT,728535,0001437749-25-031696,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:51Z
JBHT,728535,0001437749-26-005294,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T20:33:51Z
JBHT,728535,0001437749-26-013300,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:51Z
JBL,898293,0001628280-25-017004,2025-02-28,10-Q,staged,2,3,0.32,0,,2026-06-20T20:33:51Z
JBL,898293,0001628280-25-033410,2025-05-31,10-Q,staged,2,3,0.32,0,,2026-06-20T20:33:51Z
JBL,898293,0001628280-25-045293,2025-08-31,10-K,staged,3,3,1.00,0,,2026-06-20T20:33:51Z
JBL,898293,0001628280-26-001450,2025-11-30,10-Q,staged,2,3,0.29,0,,2026-06-20T20:33:51Z
JBL,898293,0001628280-26-024148,2026-02-28,10-Q,staged,2,3,0.29,0,,2026-06-20T20:33:51Z
JCI,833444,0000833444-25-000032,2025-03-31,10-Q,staged,3,3,1.00,0,,2026-06-20T20:33:51Z
JCI,833444,0000833444-25-000063,2025-06-30,10-Q,staged,3,3,1.00,0,,2026-06-20T20:33:51Z
JCI,833444,0000833444-25-000097,2025-09-30,10-K,staged,1,3,0.17,0,,2026-06-20T20:33:51Z
JCI,833444,0000833444-26-000019,2025-12-31,10-Q,staged,2,3,0.20,0,,2026-06-20T20:33:51Z
JCI,833444,0000833444-26-000050,2026-03-31,10-Q,staged,1,3,0.04,0,,2026-06-20T20:33:51Z
JNJ,200406,0000200406-25-000119,2025-03-30,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:52Z
JNJ,200406,0000200406-25-000178,2025-06-29,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:52Z
JNJ,200406,0000200406-25-000209,2025-09-28,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:52Z
JNJ,200406,0000200406-26-000016,2025-12-28,10-K,committed,3,3,1.00,0,,2026-06-20T20:33:52Z
JNJ,200406,0000200406-26-000087,2026-03-29,10-Q,committed,3,3,1.00,0,,2026-06-20T20:33:52Z
KDP,1418135,0001418135-25-000061,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:38Z
KDP,1418135,0001418135-25-000103,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:38Z
KDP,1418135,0001418135-25-000125,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:38Z
KDP,1418135,0001418135-26-000016,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T00:29:38Z
KDP,1418135,0001418135-26-000026,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:38Z
KHC,1637459,0001637459-25-000061,2025-03-29,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:39Z
KHC,1637459,0001637459-25-000152,2025-06-28,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:39Z
KHC,1637459,0001637459-25-000166,2025-09-27,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:39Z
KHC,1637459,0001637459-26-000009,2025-12-27,10-K,committed,3,3,1.00,0,,2026-06-21T00:29:39Z
KHC,1637459,0001637459-26-000022,2026-03-28,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:39Z
KLAC,319201,0000319201-25-000012,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:41Z
KLAC,319201,0000319201-25-000024,2025-06-30,10-K,committed,2,3,0.62,0,,2026-06-21T00:29:41Z
KLAC,319201,0000319201-25-000034,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:41Z
KLAC,319201,0000319201-26-000008,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:41Z
KLAC,319201,0000319201-26-000016,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:41Z
KMB,55785,0000055785-25-000039,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:42Z
KMB,55785,0000055785-25-000080,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:42Z
KMB,55785,0001628280-25-047387,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:42Z
KMB,55785,0001628280-26-007567,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T00:29:42Z
KMB,55785,0001628280-26-027800,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T00:29:42Z
KMI,1506307,0001506307-25-000022,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:47Z
KMI,1506307,0001506307-25-000045,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:47Z
KMI,1506307,0001506307-25-000065,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:47Z
KMI,1506307,0001506307-26-000011,2025-12-31,10-K,committed,2,3,0.56,0,,2026-06-21T04:30:47Z
KMI,1506307,0001506307-26-000035,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:47Z
KO,21344,0000021344-25-000029,2025-03-28,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:48Z
KO,21344,0000021344-25-000061,2025-06-27,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:48Z
KO,21344,0001628280-25-046054,2025-09-26,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:48Z
KO,21344,0001628280-26-010047,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T04:30:48Z
KO,21344,0001628280-26-028802,2026-04-03,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:48Z
KVUE,1944048,0001944048-25-000129,2025-03-30,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:49Z
KVUE,1944048,0001944048-25-000177,2025-06-29,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:49Z
KVUE,1944048,0001944048-25-000198,2025-09-28,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:49Z
KVUE,1944048,0001944048-26-000030,2025-12-28,10-K,committed,2,3,0.48,0,,2026-06-21T04:30:49Z
KVUE,1944048,0001944048-26-000098,2026-03-29,10-Q,committed,3,3,1.00,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-25-000006,2025-01-03,10-K,staged,3,3,1.00,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-25-000014,2025-04-04,10-Q,staged,2,3,0.30,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-25-000034,2025-07-04,10-Q,staged,2,3,0.27,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-25-000060,2025-10-03,10-Q,staged,2,3,0.16,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-26-000030,2026-01-02,10-K,staged,3,3,1.00,0,,2026-06-21T04:30:49Z
LDOS,1336920,0001336920-26-000169,2026-04-03,10-Q,staged,2,3,0.00,0,,2026-06-21T04:30:49Z
LEN,920760,0001628280-25-016792,2025-02-28,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:09Z
LEN,920760,0001628280-25-033777,2025-05-31,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:09Z
LEN,920760,0001628280-25-044086,2025-08-31,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:09Z
LEN,920760,0001628280-26-003870,2025-11-30,10-K,committed,2,3,0.35,0,,2026-06-21T08:24:09Z
LEN,920760,0001628280-26-024352,2026-02-28,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:09Z
LH,920148,0000920148-25-000059,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:10Z
LH,920148,0000920148-25-000081,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:10Z
LH,920148,0000920148-25-000096,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:10Z
LH,920148,0000920148-26-000111,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T08:24:10Z
LH,920148,0000920148-26-000139,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-25-000023,2025-01-03,10-K,staged,2,3,0.52,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-25-000101,2025-03-28,10-Q,staged,0,3,0.00,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-25-000151,2025-06-27,10-Q,staged,1,3,0.00,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-25-000173,2025-10-03,10-Q,staged,1,3,0.00,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-26-000015,2026-01-02,10-K,staged,2,3,0.52,0,,2026-06-21T08:24:10Z
LHX,202058,0000202058-26-000035,2026-04-03,10-Q,staged,1,3,0.00,0,,2026-06-21T08:24:10Z
LII,1069202,0001069202-25-000017,2025-03-31,10-Q,staged,2,3,0.27,0,,2026-06-21T08:24:10Z
LII,1069202,0001069202-25-000032,2025-06-30,10-Q,staged,2,3,0.27,0,,2026-06-21T08:24:10Z
LII,1069202,0001069202-25-000048,2025-09-30,10-Q,staged,2,3,0.27,0,,2026-06-21T08:24:10Z
LII,1069202,0001069202-26-000028,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-21T08:24:10Z
LII,1069202,0001069202-26-000054,2026-03-31,10-Q,staged,2,3,0.27,0,,2026-06-21T08:24:10Z
LIN,1707925,0001628280-25-021379,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:08Z
LIN,1707925,0001628280-25-037164,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:08Z
LIN,1707925,0001628280-25-047710,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:08Z
LIN,1707925,0001628280-26-011430,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T12:24:08Z
LIN,1707925,0001628280-26-029165,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:08Z
LLY,59478,0000059478-25-000132,2025-03-31,10-Q,committed,2,3,0.53,0,,2026-06-21T12:24:09Z
LLY,59478,0000059478-25-000204,2025-06-30,10-Q,committed,2,3,0.53,0,,2026-06-21T12:24:09Z
LLY,59478,0000059478-25-000254,2025-09-30,10-Q,committed,2,3,0.53,0,,2026-06-21T12:24:09Z
LLY,59478,0000059478-26-000013,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T12:24:09Z
LLY,59478,0000059478-26-000045,2026-03-31,10-Q,committed,2,3,0.65,0,,2026-06-21T12:24:09Z
LMT,936468,0000936468-25-000035,2025-03-30,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LMT,936468,0001628280-25-035565,2025-06-29,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LMT,936468,0001628280-25-045693,2025-09-28,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LMT,936468,0001628280-26-004195,2025-12-31,10-K,committed,2,3,0.48,0,,2026-06-21T12:24:10Z
LMT,936468,0001628280-26-026836,2026-03-29,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LNT,352541,0000352541-25-000053,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LNT,352541,0000352541-25-000072,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LNT,352541,0000352541-25-000081,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LNT,352541,0000352541-26-000007,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LNT,352541,0000352541-26-000033,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T12:24:10Z
LOW,60667,0000060667-25-000049,2025-01-31,10-K,staged,3,3,1.00,0,,2026-06-21T16:21:51Z
LOW,60667,0000060667-25-000104,2025-05-02,10-Q,staged,2,3,0.48,0,,2026-06-21T16:21:51Z
LOW,60667,0000060667-25-000174,2025-08-01,10-Q,staged,2,3,0.48,0,,2026-06-21T16:21:51Z
LOW,60667,0000060667-25-000210,2025-10-31,10-Q,staged,2,3,0.48,0,,2026-06-21T16:21:51Z
LOW,60667,0000060667-26-000029,2026-01-30,10-K,staged,3,3,1.00,0,,2026-06-21T16:21:51Z
LOW,60667,0000060667-26-000072,2026-05-01,10-Q,staged,2,3,0.48,0,,2026-06-21T16:21:51Z
LRCX,707549,0000707549-25-000054,2025-03-30,10-Q,staged,1,3,0.00,0,,2026-06-21T16:21:51Z
LRCX,707549,0000707549-25-000075,2025-06-29,10-K,staged,2,3,0.35,0,,2026-06-21T16:21:51Z
LRCX,707549,0000707549-25-000085,2025-09-28,10-Q,staged,1,3,0.00,0,,2026-06-21T16:21:51Z
LRCX,707549,0000707549-26-000009,2025-12-28,10-Q,staged,0,3,0.00,0,,2026-06-21T16:21:51Z
LRCX,707549,0000707549-26-000022,2026-03-29,10-Q,staged,1,3,0.00,0,,2026-06-21T16:21:51Z
LULU,1397187,0001397187-25-000013,2025-02-02,10-K,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LULU,1397187,0001397187-25-000027,2025-05-04,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LULU,1397187,0001397187-25-000039,2025-08-03,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LULU,1397187,0001397187-25-000055,2025-11-02,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LULU,1397187,0001397187-26-000020,2026-02-01,10-K,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LULU,1397187,0001397187-26-000078,2026-05-03,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:52Z
LUV,92380,0000092380-25-000083,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:54Z
LUV,92380,0000092380-25-000134,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:54Z
LUV,92380,0000092380-25-000140,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:54Z
LUV,92380,0000092380-26-000006,2025-12-31,10-K/A,committed,0,3,0.00,0,,2026-06-21T16:21:54Z
LUV,92380,0000092380-26-000004,2025-12-31,10-K,committed,2,3,0.56,0,,2026-06-21T16:21:54Z
LUV,92380,0000092380-26-000047,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T16:21:54Z
LVS,1300514,0001300514-25-000095,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:51Z
LVS,1300514,0001300514-25-000144,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:51Z
LVS,1300514,0001300514-25-000163,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:51Z
LVS,1300514,0001300514-26-000013,2025-12-31,10-K,committed,2,3,0.48,0,,2026-06-21T20:23:51Z
LVS,1300514,0001300514-26-000046,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:51Z
LW,1679273,0001679273-25-000026,2025-02-23,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:52Z
LW,1679273,0001679273-25-000049,2025-05-25,10-K,committed,2,3,0.48,0,,2026-06-21T20:23:52Z
LW,1679273,0001679273-25-000070,2025-08-24,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:52Z
LW,1679273,0001679273-25-000076,2025-11-23,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:52Z
LW,1679273,0001679273-26-000013,2026-02-22,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:52Z
LYB,1489393,0001489393-25-000022,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:53Z
LYB,1489393,0001489393-25-000041,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:53Z
LYB,1489393,0001489393-25-000056,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:53Z
LYB,1489393,0001489393-26-000012,2025-12-31,10-K,committed,2,3,0.54,0,,2026-06-21T20:23:53Z
LYB,1489393,0001489393-26-000028,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:53Z
LYV,1335258,0001335258-25-000055,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:54Z
LYV,1335258,0001335258-25-000129,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:54Z
LYV,1335258,0001335258-25-000151,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:54Z
LYV,1335258,0001335258-26-000009,2025-12-31,10-K,committed,2,3,0.50,0,,2026-06-21T20:23:54Z
LYV,1335258,0001335258-26-000019,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-21T20:23:54Z
MAR,1048286,0001628280-25-022485,2025-03-31,10-Q,staged,3,3,n/a,0,,2026-06-22T00:21:17Z
MAR,1048286,0001048286-25-000006,2025-06-30,10-Q,staged,3,3,n/a,0,,2026-06-22T00:21:17Z
MAR,1048286,0001048286-25-000013,2025-09-30,10-Q,staged,3,3,n/a,0,,2026-06-22T00:21:17Z
MAR,1048286,0001048286-26-000007,2025-12-31,10-K,staged,2,3,0.42,0,,2026-06-22T00:21:17Z
MAR,1048286,0001048286-26-000014,2026-03-31,10-Q,staged,2,3,0.00,0,,2026-06-22T00:21:17Z
MAS,62996,0000062996-25-000010,2025-03-31,10-Q,staged,0,3,0.00,0,,2026-06-22T00:21:17Z
MAS,62996,0000062996-25-000029,2025-06-30,10-Q,staged,0,3,0.00,0,,2026-06-22T00:21:17Z
MAS,62996,0000062996-25-000035,2025-09-30,10-Q,staged,0,3,0.00,0,,2026-06-22T00:21:17Z
MAS,62996,0000062996-26-000005,2025-12-31,10-K,staged,2,3,0.31,0,,2026-06-22T00:21:17Z
MAS,62996,0000062996-26-000014,2026-03-31,10-Q,staged,0,3,0.00,0,,2026-06-22T00:21:17Z
MCD,63908,0000063908-25-000025,2025-03-31,10-Q,committed,2,3,0.65,0,,2026-06-22T00:21:18Z
MCD,63908,0000063908-25-000039,2025-06-30,10-Q,committed,2,3,0.65,0,,2026-06-22T00:21:18Z
MCD,63908,0000063908-25-000059,2025-09-30,10-Q,committed,2,3,0.65,0,,2026-06-22T00:21:18Z
MCD,63908,0000063908-26-000035,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-22T00:21:18Z
MCD,63908,0000063908-26-000051,2026-03-31,10-Q,committed,2,3,0.65,0,,2026-06-22T00:21:18Z
MCHP,827054,0000827054-25-000077,2025-03-31,10-K,committed,3,3,1.00,0,,2026-06-22T00:21:19Z
MCHP,827054,0000827054-25-000133,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-22T00:21:19Z
MCHP,827054,0000827054-25-000183,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-22T00:21:19Z
MCHP,827054,0000827054-26-000009,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-22T00:21:19Z
MCHP,827054,0000827054-26-000016,2026-03-31,10-K,committed,3,3,1.00,0,,2026-06-22T00:21:19Z
MCK,927653,0000927653-25-000036,2025-03-31,10-K,committed,2,3,0.39,0,,2026-06-22T04:25:43Z
MCK,927653,0000927653-25-000107,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:43Z
MCK,927653,0000927653-25-000140,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:43Z
MCK,927653,0000927653-26-000017,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:43Z
MCK,927653,0000927653-26-000069,2026-03-31,10-K,committed,2,3,0.39,0,,2026-06-22T04:25:43Z
MDLZ,1103982,0001103982-25-000127,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:44Z
MDLZ,1103982,0001103982-25-000188,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:44Z
MDLZ,1103982,0001628280-25-046773,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:44Z
MDLZ,1103982,0001628280-26-005345,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-22T04:25:44Z
MDLZ,1103982,0001628280-26-027937,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:44Z
META,1326801,0001326801-25-000054,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
META,1326801,0001628280-25-036791,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
META,1326801,0001628280-25-047240,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
META,1326801,0001628280-26-003942,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
META,1326801,0001628280-26-028526,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-10T19:18:17Z
MGM,789570,0000789570-25-000021,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:45Z
MGM,789570,0000789570-25-000033,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:45Z
MGM,789570,0000789570-25-000074,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:45Z
MGM,789570,0000789570-26-000018,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-22T04:25:45Z
MGM,789570,0000789570-26-000035,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:45Z
MKC,63754,0000063754-25-000024,2025-02-28,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:46Z
MKC,63754,0000063754-25-000041,2025-05-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:46Z
MKC,63754,0000063754-25-000065,2025-08-31,10-Q,committed,3,3,1.00,0,,2026-06-22T04:25:46Z
MKC,63754,0000063754-26-000037,2025-11-30,10-K,committed,3,3,1.00,0,,2026-06-22T04:25:46Z
